sku,client_id,date,name,hits_view_search,hits_view_pdp,hits_tocart,session_view,conv_tocart,revenue,ordered_units,cancellations,delivered_units,returns,adv_view_search_category,adv_view_all,adv_sum_all,position_category
498502943,142461,2022-03-01,Переходная рамка Kia Sorento 2 2012-2021 для линз Hella 3R (секция ближнего),8,13,3,9,33.33,1093,1,0,0,0,0,0,0.0,138.375
493736362,142461,2022-03-02,"Переходная рамка Mazda 6 GH 2009-2013 для линз Hella 3R (ближний галоген), GNX, для автомобилей Мазда 6",37,4,2,39,5.12,1000,1,0,0,0,0,0,0.0,114.62162162162164
511572338,142461,2022-03-02,"Стекло фары, GNX, для автомобилей Honda Civic 4D 8 седан 2006-2009, правое, поликарбонат, переднее для Хонда Цивик из прозрачного материала",12,6,2,14,14.28,2900,1,0,0,0,0,0,0.0,123.0
511581300,142461,2022-03-02,"Стекло фары, GNX, для автомобилей Honda Civic 4D 8 седан 2006-2009, левое, поликарбонат, переднее для Хонда Цивик из прозрачного материала",14,5,2,16,12.5,2900,1,0,0,0,0,0,0.0,105.21428571428572
298264234,142461,2022-03-03,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",313,114,17,330,5.15,4900,2,0,0,0,0,0,0.0,143.77316293929712
480448445,142461,2022-03-03,"Линзы для фар GNX Hella 3R H7, D2S",186,59,4,188,2.12,4200,2,0,0,0,0,0,0.0,118.98387096774194
298131122,142461,2022-03-03,"Плата заднего фонаря, GNX, для автомобилей BMW X3 F25 (драйвер), B003809.2, для бмв",88,3,1,90,1.11,1250,1,0,0,0,0,0,0.0,205.8181818181818
500440097,142461,2022-03-03,Переходная рамка Toyota Avensis 2006-2009 для линз Hella 3R (ближний),18,2,0,22,0.0,1000,1,0,0,0,0,0,0.0,198.16666666666663
298264234,142461,2022-03-04,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",286,97,10,325,3.07,22050,9,0,0,0,0,0,0.0,50.69580419580419
298131122,142461,2022-03-04,"Плата заднего фонаря, GNX, для автомобилей BMW X3 F25 (драйвер), B003809.2, для бмв",97,12,2,106,1.88,2500,2,0,1,0,0,0,0.0,145.90721649484536
510826946,142461,2022-03-04,Светодиодные линзы MTF Night Assistant Max Beam 3.0 (комплект),11,3,5,12,41.66,35900,2,0,0,0,0,0,0.0,24.272727272727277
493736206,142461,2022-03-04,"Переходная рамка Mazda 6 GG 02-08 для линз Hella R (секция ближнего), GNX, для автомобилей Мазда 6",74,6,3,75,4.0,1150,1,0,0,0,0,0,0.0,78.63513513513513
498857707,142461,2022-03-04,Переходная рамка Subaru Outback 3 2006-2009 для линз Hella 3R (ближний),3,0,0,5,0.0,1000,1,0,0,0,0,0,0.0,135.66666666666666
480448445,142461,2022-03-05,"Линзы для фар GNX Hella 3R H7, D2S",173,37,1,175,0.57,4200,2,0,2,0,0,0,0.0,94.71098265895954
298131122,142461,2022-03-05,"Плата заднего фонаря, GNX, для автомобилей BMW X3 F25 (драйвер), B003809.2, для бмв",128,3,2,124,1.61,1250,1,0,0,0,0,0,0.0,154.453125
497544439,142461,2022-03-05,Переходная рамка Audi A6 C5 97-01 для линз Hella 3R (ближний),3,6,0,5,0.0,1000,1,0,0,0,0,0,0.0,459.6666666666667
511573568,142461,2022-03-05,"Стекло фары Audi Q7 2005-2015, левое, GNX, поликарбонат, для автомобилей Ауди КУ 7",4,4,4,5,80.0,5800,1,0,0,0,0,0,0.0,389.25
511578273,142461,2022-03-05,"Стекло фары Audi Q7 2005-2015, правое, GNX, поликарбонат, для автомобилей Ауди КУ 7",4,8,3,4,75.0,5800,1,0,0,0,0,0,0.0,399.75
480448445,142461,2022-03-06,"Линзы для фар GNX Hella 3R H7, D2S",207,55,4,197,2.03,4200,2,0,2,0,0,0,0.0,120.38647342995168
298264234,142461,2022-03-06,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",541,71,6,531,1.12,2450,1,0,2,0,0,0,0.0,217.62661737523104
512115624,142461,2022-03-06,"Стекло фары, GNX, для автомобилей Opel Astra J 2009-2017, левое, поликарбонат, переднее для Опель Астра Джи из прозрачного материала",28,9,2,35,5.71,3200,1,0,0,0,0,0,0.0,2369.714285714286
509389867,142461,2022-03-07,Маска (бленда) для линз №10,94,13,3,106,2.83,700,2,0,0,0,0,0,0.0,158.5531914893617
511572010,142461,2022-03-07,"Стекло фары Mazda 6 GH (2007 - 2012), правое, GNX, поликарбонат, для автомобилей Мазда 6",34,8,4,37,10.81,2800,1,0,0,0,0,0,0.0,711.5294117647059
511572211,142461,2022-03-07,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",94,3,2,82,2.43,2100,1,0,0,0,0,0,0.0,63.8936170212766
511572364,142461,2022-03-07,"Стекло фары, GNX, для автомобилей Mazda 6 GH (2007 - 2012), левое, поликарбонат, переднее для для Мазда 6из прозрачного материала",92,22,4,82,4.87,2800,1,0,0,0,0,0,0.0,33.56521739130435
511572469,142461,2022-03-07,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",112,5,0,92,0.0,2100,1,0,0,0,0,0,0.0,17.910714285714285
260902271,142461,2022-03-08,Лампа D2S-NX2S D2S 1V 35W P32d-2 стандарт Xenon Складная картонная коробка (66240)* NEOLUX (D2S-NX2S 35W P32D-2 10X1N),34,3,0,40,0.0,1980,1,0,0,0,0,0,0.0,49.05882352941177
298264234,142461,2022-03-09,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",579,124,8,598,1.33,9800,4,0,1,0,0,0,0.0,79.66083916083916
298131122,142461,2022-03-09,"Плата заднего фонаря, GNX, для автомобилей BMW X3 F25 (драйвер), B003809.2, для бмв",90,6,2,118,1.69,1250,1,0,0,0,0,0,0.0,195.94444444444449
498505432,142461,2022-03-09,Переходная рамка Lada 2110 1995-2012 для линз Hella R (ближний),42,6,1,41,2.43,950,1,0,0,0,0,0,0.0,70.35714285714286
511572211,142461,2022-03-09,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",102,7,7,89,7.86,2600,1,0,0,0,0,0,0.0,25.42156862745098
511572236,142461,2022-03-09,"Стекло фары Toyota Camry V40 (2009 - 2011 г.в.) Рестайлинговая версия, левое, GNX, поликарбонат, для автомобилей Тойота Камри",25,8,4,25,16.0,3400,1,0,0,0,0,0,0.0,91.92
511572469,142461,2022-03-09,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",133,20,7,113,6.19,2600,1,0,0,0,0,0,0.0,26.849624060150376
298264234,142461,2022-03-10,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",634,132,9,612,1.47,4778,2,0,2,0,0,0,0.0,61.6577287066246
497544439,142461,2022-03-10,Переходная рамка Audi A6 C5 97-01 для линз Hella 3R (ближний),26,4,2,20,10.0,1000,1,0,0,0,0,0,0.0,318.2692307692308
510826946,142461,2022-03-10,Светодиодные линзы MTF Night Assistant Max Beam 3.0 (комплект),21,5,2,25,8.0,19590,1,0,0,0,0,0,0.0,146.61904761904762
511572211,142461,2022-03-10,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",131,3,0,123,0.0,2600,1,0,0,0,0,0,0.0,22.346153846153847
511572469,142461,2022-03-10,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",138,11,0,133,0.0,2600,1,0,0,0,0,0,0.0,39.04347826086956
511572638,142461,2022-03-10,"Стекло фары Hyundai Creta 2016-2020, левое, GNX, поликарбонат, для автомобилей Хендай Крета",11,13,0,13,0.0,4200,1,0,0,0,0,0,0.0,260.45454545454544
298264234,142461,2022-03-11,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",445,95,22,434,5.06,14700,6,0,0,0,0,0,0.0,67.06531531531532
480448445,142461,2022-03-11,"Линзы для фар GNX Hella 3R H7, D2S",174,58,4,191,2.09,4200,2,0,0,0,0,0,0.0,104.1206896551724
509389867,142461,2022-03-11,Маска (бленда) для линз №10,75,29,4,73,5.47,700,2,0,0,0,0,0,0.0,56.06666666666667
500440706,142461,2022-03-11,Переходная рамка Toyota Camry V40 06-09 для линз Hella 3R (секция ближнего),64,0,0,56,0.0,1000,1,0,0,0,0,0,0.0,139.40625
480448445,142461,2022-03-12,"Линзы для фар GNX Hella 3R H7, D2S",187,61,8,205,3.9,4200,2,0,0,0,0,0,0.0,102.1711229946524
510662776,142461,2022-03-12,Биксеноновые линзы под цоколь Mini H1 G5 2.5 дюйма,91,24,4,107,3.73,2800,2,0,0,0,0,0,0.0,92.12087912087912
511572211,142461,2022-03-12,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",120,3,0,110,0.0,5200,2,0,0,0,0,0,0.0,8.916666666666666
511572469,142461,2022-03-12,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",152,2,3,139,2.15,5200,2,0,0,0,0,0,0.0,41.578947368421055
493736362,142461,2022-03-12,"Переходная рамка Mazda 6 GH 2009-2013 для линз Hella 3R (ближний галоген), GNX, для автомобилей Мазда 6",66,7,1,68,1.47,1000,1,0,0,0,0,0,0.0,96.54545454545456
498857707,142461,2022-03-12,Переходная рамка Subaru Outback 3 2006-2009 для линз Hella 3R (ближний),0,6,0,5,0.0,1000,1,0,1,0,0,0,0.0,0.0
298264234,142461,2022-03-13,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",619,95,7,635,1.1,4900,2,0,0,0,0,0,0.0,104.1470113085622
480448445,142461,2022-03-13,"Линзы для фар GNX Hella 3R H7, D2S",331,69,6,344,1.74,2100,1,0,0,0,0,0,0.0,150.18429003021149
298264234,142461,2022-03-14,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",1016,156,16,972,1.64,14700,6,0,1,0,0,0,0.0,151.6023622047244
480448445,142461,2022-03-14,"Линзы для фар GNX Hella 3R H7, D2S",407,68,5,380,1.31,6300,3,0,0,0,0,0,0.0,78.36855036855037
493736362,142461,2022-03-14,"Переходная рамка Mazda 6 GH 2009-2013 для линз Hella 3R (ближний галоген), GNX, для автомобилей Мазда 6",89,6,2,82,2.43,1000,1,0,0,0,0,0,0.0,104.53932584269664
510663131,142461,2022-03-14,Переходная рамка Toyota Celica 1994-1999 для линз Hella 3R (ближний),2,6,1,7,14.28,1150,1,0,0,0,0,0,0.0,165.5
511572010,142461,2022-03-14,"Стекло фары Mazda 6 GH (2007 - 2012), правое, GNX, поликарбонат, для автомобилей Мазда 6",120,5,2,116,1.72,3400,1,0,0,0,0,0,0.0,58.13333333333333
511572364,142461,2022-03-14,"Стекло фары, GNX, для автомобилей Mazda 6 GH (2007 - 2012), левое, поликарбонат, переднее для для Мазда 6из прозрачного материала",226,5,2,190,1.05,3400,1,0,0,0,0,0,0.0,63.82743362831859
298264234,142461,2022-03-16,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",700,132,12,693,1.73,4900,2,0,0,0,0,0,0.0,56.85121602288984
498504551,142461,2022-03-16,Переходная рамка для замены Valeo 2 на линзы Hella 3R (адаптив),10,15,1,13,7.69,1750,1,0,0,0,0,0,0.0,114.6
511572521,142461,2022-03-16,"Стекло фары Ford Focus 2 2005-2008, правое, GNX, поликарбонат, для автомобилей Форд Фокус 2",112,10,1,105,0.95,3040,1,0,0,0,0,0,0.0,168.91964285714286
509389867,142461,2022-03-17,Маска (бленда) для линз №10,65,21,5,82,6.09,2100,6,0,0,0,0,0,0.0,136.26153846153846
298264234,142461,2022-03-17,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",703,126,16,724,2.2,9800,4,0,4,0,0,0,0.0,51.62162162162162
480448445,142461,2022-03-17,"Линзы для фар GNX Hella 3R H7, D2S",446,65,6,447,1.34,2100,1,0,0,0,0,0,0.0,98.14349775784753
498857707,142461,2022-03-17,Переходная рамка Subaru Outback 3 2006-2009 для линз Hella 3R (ближний),9,3,1,15,6.66,1000,1,0,0,0,0,0,0.0,175.0
511572211,142461,2022-03-17,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",133,4,2,138,1.44,2600,1,0,0,0,0,0,0.0,207.6015037593985
511572338,142461,2022-03-17,"Стекло фары, GNX, для автомобилей Honda Civic 4D 8 седан 2006-2009, правое, поликарбонат, переднее для Хонда Цивик из прозрачного материала",37,1,0,38,0.0,3500,1,0,0,0,0,0,0.0,85.91891891891892
511572469,142461,2022-03-17,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",155,11,4,161,2.48,2600,1,0,0,0,0,0,0.0,20.55483870967742
511581300,142461,2022-03-17,"Стекло фары, GNX, для автомобилей Honda Civic 4D 8 седан 2006-2009, левое, поликарбонат, переднее для Хонда Цивик из прозрачного материала",67,8,0,62,0.0,3500,1,0,0,0,0,0,0.0,51.08955223880597
298264234,142461,2022-03-18,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",830,113,4,845,0.47,4900,2,0,0,0,0,0,0.0,204.28192771084335
480448445,142461,2022-03-18,"Линзы для фар GNX Hella 3R H7, D2S",409,57,6,403,1.48,4094,2,0,2,0,0,0,0.0,180.1833740831296
493736206,142461,2022-03-18,"Переходная рамка Mazda 6 GG 02-08 для линз Hella R (секция ближнего), GNX, для автомобилей Мазда 6",52,1,0,63,0.0,1150,1,0,0,0,0,0,0.0,69.25
497106605,142461,2022-03-18,"Переходная рамка Mazda CX-7 06-12 для линз Hella 3R (секция ближнего), GNX, для автомобилей Мазда СХ-7",52,9,2,52,3.84,1000,1,0,0,0,0,0,0.0,78.63461538461539
498857701,142461,2022-03-18,Переходные рамки Suzuki Grand Vitara 05-15 для линз Hella 3R (ближний),16,10,2,22,9.09,1150,1,0,0,0,0,0,0.0,175.0
511572393,142461,2022-03-18,"Стекла на фары, GNX, для автомобилей BMW X5 E70 2006-2013, комплект (левое, правое), поликарбонат, передние для БМВ Х5 X5 (E70) из прозрачного материала",41,4,0,43,0.0,9800,1,0,0,0,0,0,0.0,47.14634146341464
511573460,142461,2022-03-18,"Стекло фары Lifan Solano 620 2008-2014, правое, GNX, поликарбонат, для автомобилей Лифан Солано",55,8,4,46,8.69,2600,1,0,0,0,0,0,0.0,40.54545454545455
480448445,142461,2022-03-20,"Линзы для фар GNX Hella 3R H7, D2S",475,49,2,475,0.42,8400,4,0,3,0,0,0,0.0,74.26315789473684
298264234,142461,2022-03-20,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",931,130,11,1019,1.07,4900,2,0,0,0,0,0,0.0,154.0064446831364
493736362,142461,2022-03-20,"Переходная рамка Mazda 6 GH 2009-2013 для линз Hella 3R (ближний галоген), GNX, для автомобилей Мазда 6",116,8,2,108,1.85,1000,1,0,1,0,0,0,0.0,43.793103448275865
511572211,142461,2022-03-20,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",136,11,2,143,1.39,2600,1,1,0,0,0,0,0.0,51.75735294117647
522646780,142461,2022-03-20,"Стекло фары Mazda 3 BK седан (2003 - 2009 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 3",28,9,6,26,23.07,2600,1,0,0,0,0,0,0.0,116.71428571428572
511572211,142461,2022-03-21,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",169,3,2,145,1.37,5200,2,0,0,0,0,0,0.0,21.547619047619047
511572469,142461,2022-03-21,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",195,15,2,175,1.14,5200,2,0,0,0,0,0,0.0,30.28497409326425
511572010,142461,2022-03-21,"Стекло фары Mazda 6 GH (2007 - 2012), правое, GNX, поликарбонат, для автомобилей Мазда 6",75,1,4,66,6.06,3400,1,0,1,0,0,0,0.0,57.77333333333333
480448445,142461,2022-03-22,"Линзы для фар GNX Hella 3R H7, D2S",486,83,9,443,2.03,6300,3,0,0,0,0,0,0.0,260.6618257261411
298264234,142461,2022-03-22,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",682,100,7,709,0.98,4900,2,0,2,0,0,0,0.0,103.26215022091311
298264234,142461,2022-03-23,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",609,101,7,621,1.12,19600,8,0,2,0,0,0,0.0,197.2183908045977
480448445,142461,2022-03-23,"Линзы для фар GNX Hella 3R H7, D2S",441,80,3,404,0.74,4200,2,0,0,0,0,0,0.0,120.69160997732426
505113024,142461,2022-03-23,Переходная рамка Kia Ceed JD 12-18 для линз Hella 3R (секция ближнего),35,4,0,35,0.0,1400,1,0,0,0,0,0,0.0,67.42857142857143
480448445,142461,2022-03-24,"Линзы для фар GNX Hella 3R H7, D2S",502,77,4,463,0.86,4200,2,0,0,0,0,0,0.0,130.5557768924303
510662749,142461,2022-03-24,Переходная рамка Mercedes E-Class W211 2002-2006 для линз Hella 3R (ближний),12,0,0,17,0.0,3450,1,0,0,0,0,0,0.0,116.75
510664524,142461,2022-03-24,Переходная рамка Hyundai Santa Fe 3 12-16 для линз Hella 3R/Hella QR (рама ближнего и дальнего),15,2,2,20,10.0,2300,1,0,0,0,0,0,0.0,90.33333333333331
511572211,142461,2022-03-24,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",156,6,2,145,1.37,2600,1,0,0,0,0,0,0.0,79.92948717948718
511572469,142461,2022-03-24,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",208,12,2,194,1.03,2600,1,0,0,0,0,0,0.0,428.7067307692308
298264234,142461,2022-03-25,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",479,73,2,507,0.39,4900,2,0,6,0,0,0,0.0,127.167714884696
480448445,142461,2022-03-25,"Линзы для фар GNX Hella 3R H7, D2S",394,39,5,383,1.3,4200,2,2,1,0,0,0,0.0,94.93147208121827
510662888,142461,2022-03-25,Биксеноновая линза GNX FXR 3 - 3 дюйма,60,25,2,61,3.27,2400,2,0,0,0,0,0,0.0,92.68333333333334
493736206,142461,2022-03-25,"Переходная рамка Mazda 6 GG 02-08 для линз Hella R (секция ближнего), GNX, для автомобилей Мазда 6",49,5,0,56,0.0,1150,1,0,0,0,0,0,0.0,64.77551020408163
480448445,142461,2022-03-26,"Линзы для фар GNX Hella 3R H7, D2S",475,74,5,429,1.16,4200,2,0,0,0,0,0,0.0,124.1557894736842
500440706,142461,2022-03-26,Переходная рамка Toyota Camry V40 06-09 для линз Hella 3R (секция ближнего),82,22,1,75,1.33,2000,2,0,0,0,0,0,0.0,96.76829268292684
522646777,142461,2022-03-26,"Стекло фары Mazda 3 BK седан (2003 - 2009 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 3",45,6,6,41,14.63,5200,2,0,0,0,0,0,0.0,100.33333333333331
522646780,142461,2022-03-26,"Стекло фары Mazda 3 BK седан (2003 - 2009 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 3",77,10,4,71,5.63,2600,1,0,0,0,0,0,0.0,456.7402597402597
298264234,142461,2022-03-27,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",630,85,10,659,1.51,9800,4,0,0,0,0,0,0.0,189.53015873015872
480448445,142461,2022-03-27,"Линзы для фар GNX Hella 3R H7, D2S",504,72,5,467,1.07,8400,4,0,0,0,0,0,0.0,117.4265873015873
503850390,142461,2022-03-27,Переходная рамка Land Rover Freelander 2 2006-2014 для линз Hella 3R (неадаптив),39,3,1,41,2.43,1000,1,0,0,0,0,0,0.0,135.0
505113024,142461,2022-03-27,Переходная рамка Kia Ceed JD 12-18 для линз Hella 3R (секция ближнего),65,6,3,63,4.76,1400,1,0,0,0,0,0,0.0,110.53846153846152
510662914,142461,2022-03-27,Переходная рамка Hyundai Sonata EF Тагаз 01-12 для линз Hella R (секция ближнего),8,2,1,11,9.09,1330,1,0,0,0,0,0,0.0,163.75
480448445,142461,2022-03-28,"Линзы для фар GNX Hella 3R H7, D2S",479,122,12,429,2.79,4200,2,0,0,0,0,0,0.0,75.07515657620041
298264234,142461,2022-03-29,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",510,128,10,1028,0.97,14334,6,0,2,0,0,0,0.0,118.67254901960784
480448445,142461,2022-03-29,"Линзы для фар GNX Hella 3R H7, D2S",482,68,4,466,0.85,12600,6,0,5,0,0,0,0.0,143.46473029045643
409388809,142461,2022-03-29,"Герметик для фар жесткий бутиловый черный (4 метра), GNX",20,15,2,23,8.69,1950,2,0,0,0,0,0,0.0,16.0
505113024,142461,2022-03-29,Переходная рамка Kia Ceed JD 12-18 для линз Hella 3R (секция ближнего),44,6,2,56,3.57,1400,1,0,0,0,0,0,0.0,80.86363636363636
510662544,142461,2022-03-29,Переходная рамка SsangYong Actyon 2013-2021 для линз Hella 3R (ближний),5,1,0,7,0.0,1000,1,0,0,0,0,0,0.0,354.6
511572010,142461,2022-03-29,"Стекло фары Mazda 6 GH (2007 - 2012), правое, GNX, поликарбонат, для автомобилей Мазда 6",95,0,0,97,0.0,3400,1,0,1,0,0,0,0.0,66.06315789473685
511572364,142461,2022-03-29,"Стекло фары, GNX, для автомобилей Mazda 6 GH (2007 - 2012), левое, поликарбонат, переднее для для Мазда 6из прозрачного материала",120,6,2,119,1.68,3400,1,0,0,0,0,0,0.0,21.558333333333334
480448445,142461,2022-03-30,"Линзы для фар GNX Hella 3R H7, D2S",407,77,6,401,1.49,4200,2,0,0,0,0,0,0.0,100.23095823095824
511572211,142461,2022-03-30,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",186,15,6,173,3.46,2600,1,0,1,0,0,0,0.0,35.75268817204301
511572469,142461,2022-03-30,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",212,13,6,190,3.15,2600,1,0,1,0,0,0,0.0,508.5518867924528
511572637,142461,2022-03-30,"Стекло фары, GNX, для автомобилей Toyota Camry V40 2006-2009, правое, поликарбонат, переднее для Тойота Камри из прозрачного материала",91,5,6,100,6.0,3400,1,0,0,0,0,0,0.0,53.12087912087912
298264234,142461,2022-03-31,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",395,115,10,757,1.32,9678,4,0,4,0,16,17,1.45,53.0079575596817
480448445,142461,2022-03-31,"Линзы для фар GNX Hella 3R H7, D2S",331,79,11,321,3.42,4200,2,0,0,0,10,10,0.595,96.37383177570094
511572211,142461,2022-03-31,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",194,9,3,174,1.72,4290,2,0,1,0,0,0,0.0,32.7680412371134
511572469,142461,2022-03-31,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",193,10,3,179,1.67,4290,2,0,1,0,0,0,0.0,34.95854922279793
500440097,142461,2022-03-31,Переходная рамка Toyota Avensis 2006-2009 для линз Hella 3R (ближний),22,0,2,25,8.0,1000,1,0,0,0,0,0,0.0,66.54545454545455
511572010,142461,2022-03-31,"Стекло фары Mazda 6 GH (2007 - 2012), правое, GNX, поликарбонат, для автомобилей Мазда 6",105,3,0,101,0.0,3000,1,0,0,0,0,0,0.0,67.78095238095239
511572364,142461,2022-03-31,"Стекло фары, GNX, для автомобилей Mazda 6 GH (2007 - 2012), левое, поликарбонат, переднее для для Мазда 6из прозрачного материала",128,4,0,121,0.0,3000,1,0,0,0,0,0,0.0,43.390625
522646734,142461,2022-03-31,"Стекло фары Mitsubishi Lancer X 2007-2017, правое, GNX, поликарбонат, для автомобилей Митсубиси Лансер Х",22,29,2,33,6.06,4200,1,0,0,0,0,0,0.0,262.1363636363636
298264234,142461,2022-04-01,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",388,97,7,818,0.85,4900,2,0,6,0,36,47,4.705,119.48579545454544
480448445,142461,2022-04-01,"Линзы для фар GNX Hella 3R H7, D2S",378,93,7,336,2.08,4200,2,0,2,0,40,44,4.05,108.21364985163204
480448445,142461,2022-04-02,"Линзы для фар GNX Hella 3R H7, D2S",406,78,6,332,1.8,12600,6,0,0,0,29,30,3.094,130.92307692307693
298264234,142461,2022-04-02,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",411,96,16,710,2.25,4900,2,0,2,0,15,22,2.075,48.77272727272727
498522909,142461,2022-04-02,Переходная рамка для замены Valeo 1 на линзы Hella 3R (неадаптив),7,4,1,10,10.0,2000,2,0,0,0,0,0,0.0,211.0
500440105,142461,2022-04-02,Переходная рамка Mazda CX-9 07-12 для линз Hella 3R (секция ближнего),8,2,2,8,25.0,1000,1,0,0,0,0,0,0.0,282.875
510665968,142461,2022-04-02,Переходная рамка Hyundai Santa Fe 2 06-12 для линз Hella 3R (ближний),39,2,0,36,0.0,1150,1,0,0,0,0,0,0.0,87.1025641025641
534953578,142461,2022-04-02,Светодиодные линзы для фары H4 GNX Compact Series (комплект),35,10,0,37,0.0,3800,1,0,0,0,0,0,0.0,49.885714285714286
298264234,142461,2022-04-04,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",554,103,1,953,0.1,4900,2,0,0,0,29,34,3.235,97.75381679389314
480448445,142461,2022-04-04,"Линзы для фар GNX Hella 3R H7, D2S",471,73,2,433,0.46,4094,2,0,4,0,45,56,5.88,136.82159624413146
510661824,142461,2022-04-04,Переходная рамка Mazda 3 BK 03-09 для линз Hella 3R (рама ближнего и дальнего),34,3,2,40,5.0,4000,2,0,0,0,0,0,0.0,77.41176470588235
511572211,142461,2022-04-05,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",234,13,8,196,4.08,4400,2,0,0,0,3,3,0.52,142.45887445887445
511572469,142461,2022-04-05,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",219,16,8,179,4.46,4400,2,0,0,0,5,6,1.131,206.1635514018692
511572327,142461,2022-04-05,"Стекло фары Toyota Camry V40 2006-2009, левое, GNX, поликарбонат, для автомобилей Тойота Камри",94,3,2,87,2.29,3200,1,0,0,0,7,8,0.702,109.94252873563218
