sku,client_id,date,name,hits_view_search,hits_view_pdp,hits_tocart,session_view,conv_tocart,revenue,ordered_units,cancellations,delivered_units,returns,adv_view_search_category,adv_view_all,adv_sum_all,position_category
522646899,142461,2023-06-26,"Стекла на фары Toyota Camry V40 2006-2009, комплект (левое, правое), GNX, поликарбонат, для автомобилей Тойота Камри",340,23,4,658,0.6,11880,2,0,0,0,216,757,22.71,72.89411764705882
556508599,142461,2023-06-26,Биксеноновая линза GNX Hella 3R Crystal Vision (2шт),441,240,9,2762,0.32,6592,2,0,0,0,319,4397,0.0,11.757369614512472
719219505,142461,2023-06-26,Переходная рамка Renault Megane 2006-2009 для линз Hella 3R (секция ближнего),69,17,3,279,1.07,2178,2,0,0,0,14,229,0.0,67.2463768115942
505276175,142461,2023-06-26,Переходная рамка Toyota Avensis 2003-2007 для линз Hella R (ближний),6,2,1,5,20.0,1089,1,0,0,0,3,3,0.0,101.33333333333331
510662485,142461,2023-06-26,Переходная рамка Mazda 3 BL 09-13 для линз Hella 3R (секция ближнего),66,0,0,94,0.0,1089,1,0,0,0,44,84,0.0,95.22727272727272
511572035,142461,2023-06-26,"Стекло фары, GNX, левое, поликарбонат, для автомобилей Hyundai Sonata EF тагаз 2001-2012",203,14,2,254,0.78,2888,1,0,0,0,0,0,0.0,37.5615763546798
511572070,142461,2023-06-26,Стекло фары Toyota Prado 120 2002-2009 (правое),175,13,1,528,0.18,3125,1,0,0,0,79,501,15.03,58.18857142857143
511572072,142461,2023-06-26,Стекло фары Toyota Prado 120 2002-2009 (левое),114,7,1,192,0.52,3375,1,0,0,0,0,0,0.0,49.8859649122807
511572211,142461,2023-06-26,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",89,9,1,207,0.48,2688,1,0,0,1,52,190,5.7,72.12359550561797
511572219,142461,2023-06-26,"Стекло фары, GNX, для автомобилей Volkswagen Jetta (2010 - 2017 г.в.) левое, поликарбонат, переднее для Фольксваген Джета из прозрачного материала",41,13,1,387,0.25,3125,1,0,0,0,36,523,0.0,20.682926829268293
511572220,142461,2023-06-26,"Стекло фары Mazda 6 GJ (2012 - 2015 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",245,21,2,484,0.41,3750,1,0,0,0,191,608,0.0,34.23265306122449
511572289,142461,2023-06-26,"Стекло фары Ford Focus 3 2010-2015, левое, GNX, поликарбонат, для автомобилей Форд Фокус 3",0,0,0,29,0.0,2582,1,1,0,0,0,0,0.0,0.0
511572469,142461,2023-06-26,"Стекло фары Mazda 6 GG (2004 - 2008 г.в.), правое, GNX, поликарбонат, для автомобилей Мазда 6",82,13,1,102,0.98,2688,1,0,1,1,52,57,1.71,45.26829268292683
511572581,142461,2023-06-26,"Стекла на фары Ford Mondeo 2007-2015, комплект (левое, правое), GNX, поликарбонат, для автомобилей Форд Мондео",386,41,2,606,0.33,6740,1,0,1,0,351,736,0.0,16.132124352331605
511572922,142461,2023-06-26,"Стекла на фары, GNX, для автомобилей Audi Q7 2005-2015, комплект (левое, правое), поликарбонат, передние для Ауди КУ 7 из прозрачного материала",173,8,0,231,0.0,8560,1,0,0,0,137,219,0.0,18.890173410404625
511575865,142461,2023-06-26,"Стекло фары Mazda CX-5 2017-2021, правое, GNX, поликарбонат, для автомобилей Мазда СХ-5",9,1,0,22,0.0,6250,1,0,0,0,0,0,0.0,232.0
522646671,142461,2023-06-26,"Стекло фары, GNX, для автомобилей Ford Focus 3 2010-2015, правое, поликарбонат, переднее для Форд Фокус 3 из прозрачного материала",351,36,2,418,0.47,3400,1,0,0,0,0,0,0.0,62.458689458689456
522647030,142461,2023-06-26,"Стекло фары Toyota Camry V70 FULL LED (2017 - н.в.), левое, GNX, поликарбонат, для автомобилей Тойота Камри",81,7,1,153,0.65,4375,1,0,0,0,72,182,0.0,41.46913580246913
522647168,142461,2023-06-26,Стекло фары Mazda 6 GJ (2012 - 2015 г.в.) (правое),94,16,2,183,1.09,3750,1,0,0,0,38,141,0.0,42.4468085106383
650524622,142461,2023-06-26,"Герметик для стекол фар,GNX, черный, брикет 500г, герметичный и универсальный",28,3,0,47,0.0,1520,1,0,0,0,0,0,0.0,72.82142857142857
650525290,142461,2023-06-26,Герметик Kafuter K-5911B,1,1,0,33,0.0,585,1,0,0,0,0,0,0.0,2.0
931429251,142461,2023-06-26,Светодиодные лампы GNX NEON H4 6000K,77,4,1,129,0.77,1940,1,0,0,0,62,104,0.9,36.896103896103895
510826421,142461,2023-06-27,"Светодиодные линзы, Aozoom, Eneg A3 MAX (комплект), для фар автомобилей универсальные, простые в установке",237,176,14,1617,0.86,45000,6,0,0,0,136,2190,0.0,24.10126582278481
556497014,142461,2023-06-27,Бигалогенная линза GNX Hella 3R H7 (2шт),361,250,16,2082,0.76,13184,4,0,1,0,220,3416,0.0,13.916897506925208
298264234,142461,2023-06-27,"Биксеноновая линза GNX Hella 3R Crystal Vision, газоразрядная, ксенон (HID), D1S, D2S, D3S, D4S",172,44,1,748,0.13,3980,2,0,0,0,62,811,0.0,34.877906976744185
511572364,142461,2023-06-27,"Стекло фары, GNX, для автомобилей Mazda 6 GH (2007 - 2012), левое, поликарбонат, переднее для для Мазда 6из прозрачного материала",333,34,3,912,0.32,6450,2,0,1,0,188,1036,25.47,42.50750750750751
556508599,142461,2023-06-27,Биксеноновая линза GNX Hella 3R Crystal Vision (2шт),580,271,12,2876,0.41,6592,2,0,2,0,469,4968,0.0,11.7
800183936,142461,2023-06-27,Лампа Osram H11 Original 64211 (1шт),37,17,4,82,4.87,900,2,0,0,0,0,0,0.0,51.43243243243244
800183940,142461,2023-06-27,Лампа Osram H7 Original 64210 (1шт),472,85,12,3613,0.33,600,2,0,0,0,291,5328,75.3393,40.76694915254237
800183943,142461,2023-06-27,Лампа Osram H8 Original 64212 (1шт),45,7,4,100,4.0,934,2,0,0,0,0,0,0.0,31.2
844329244,142461,2023-06-27,Автолампа GNX Boost P21W LED белая canbus (1шт),7,9,3,18,16.66,1800,2,0,0,0,0,0,0.0,49.71428571428572
497106605,142461,2023-06-27,"Переходная рамка Mazda CX-7 06-12 для линз Hella 3R (секция ближнего), GNX, для автомобилей Мазда СХ-7",78,3,2,169,1.18,1089,1,0,0,0,37,152,0.0,70.01282051282051
498857701,142461,2023-06-27,Переходные рамки Suzuki Grand Vitara 05-15 для линз Hella 3R (ближний),122,8,0,391,0.0,1089,1,0,0,0,66,407,10.2,74.91803278688525
500439879,142461,2023-06-27,Переходная рамка Volkswagen Passat B6 2005-2008 для линз Hella 3R (ближний галоген),41,1,0,137,0.0,1089,1,0,0,0,10,122,0.0,134.78048780487805
503850382,142461,2023-06-27,Переходная рамка Ford Focus 2 08-10 для линз Hella 3R (неадаптив),58,4,1,131,0.76,1089,1,0,0,0,38,142,3.24,87.05172413793103
510662124,142461,2023-06-27,"Отражатели Ford Focus 3 11-15 для линз Hella 3R (Комплект, 2 шт)",144,10,0,301,0.0,6335,1,0,1,0,0,0,0.0,148.63888888888889
510662723,142461,2023-06-27,Переходные рамки для Hyundai i30 11-15 модуль Hella 3R (ближний свет),10,2,1,53,1.88,1089,1,0,0,0,3,38,0.0,64.3
510664312,142461,2023-06-27,Переходная рамка Kia Optima 4 18-20 для линз Hella 3R (ближний свет) (фара с 2 линзами),26,2,0,136,0.0,1089,1,0,0,0,10,135,0.0,179.34615384615384
511572070,142461,2023-06-27,Стекло фары Toyota Prado 120 2002-2009 (правое),210,15,0,523,0.0,3125,1,0,0,0,96,522,15.66,50.23333333333333
511572072,142461,2023-06-27,Стекло фары Toyota Prado 120 2002-2009 (левое),122,12,0,182,0.0,3375,1,0,0,0,0,0,0.0,59.84426229508197
511572217,142461,2023-06-27,"Стекло фары Mitsubishi Outlander 2 2005-2009, левое, GNX, поликарбонат, для автомобилей Митсубиси Аутлендер 2",212,16,0,383,0.0,3750,1,0,1,0,170,417,0.0,26.67924528301887
511572224,142461,2023-06-27,"Стекло фары Toyota Camry V50 V55 2014-2017, левое, GNX, поликарбонат, для автомобилей Тойота Камри",56,5,1,74,1.35,3750,1,0,0,0,0,0,0.0,167.75
511572393,142461,2023-06-27,"Стекла на фары, GNX, для автомобилей BMW X5 E70 2006-2013, комплект (левое, правое), поликарбонат, передние для БМВ Х5 X5 (E70) из прозрачного материала",201,18,3,389,0.77,6340,1,0,0,0,143,505,0.0,28.52238805970149
511572542,142461,2023-06-27,"Стекла на фары, GNX, для автомобилей Audi A6 C6 2004-2011, комплект (левое, правое), поликарбонат, передние для Ауди А6 из прозрачного материала",125,4,1,222,0.45,5160,1,0,0,0,84,218,0.0,54.976
511572922,142461,2023-06-27,"Стекла на фары, GNX, для автомобилей Audi Q7 2005-2015, комплект (левое, правое), поликарбонат, передние для Ауди КУ 7 из прозрачного материала",186,13,3,253,1.18,8560,1,0,0,0,143,289,0.0,116.61290322580643
511573324,142461,2023-06-27,"Стекло фары Honda Accord 8 2007-2011, левое, GNX, поликарбонат, для автомобилей Хонда Аккорд",56,17,3,101,2.97,3375,1,0,0,0,25,90,0.0,27.0
512115771,142461,2023-06-27,"Стекло фары Opel Astra J 2009-2017, правое, GNX, поликарбонат, для автомобилей Опель Астра Джи Астра Джи",285,31,2,534,0.37,3000,1,0,0,0,219,640,14.01,53.75087719298246
522646889,142461,2023-06-27,"Стекла на фары, GNX, для автомобилей Nissan X-Trail 2007-2011, комплект (левое, правое), поликарбонат, передние для Ниссан Х Трейл из прозрачного материала",44,6,0,105,0.0,5800,1,0,1,0,0,0,0.0,45.27272727272727
522646943,142461,2023-06-27,"Стекло фары Mitsubishi Outlander 2 2005-2009, правое, GNX, поликарбонат, для автомобилей Митсубиси Аутлендер 2",129,4,0,325,0.0,3750,1,0,0,0,96,328,0.0,43.30232558139535
522647077,142461,2023-06-27,"Стекла на фары BMW 5 F10 2009-2017, комплект (левое, правое), GNX, поликарбонат, для автомобилей БМВ 5-series (F10)",82,10,2,187,1.06,5400,1,0,0,0,51,213,0.0,48.15853658536585
579843398,142461,2023-06-27,Линзы Hella 3R H7 для фар Nissan Almera N16 2002-2006,152,74,1,1157,0.08,4500,1,0,0,0,66,1862,0.0,27.11184210526316
579855677,142461,2023-06-27,Линзы Hella 3R Crystal для фар Nissan Murano 2 Z51 2007-2015,73,7,2,167,1.19,4500,1,0,0,0,42,190,2.52,221.7945205479452
632058215,142461,2023-06-27,Переходная рамка SAAB 9-5 2002-2005 для линз Hella 3R (ближний свет),3,2,1,6,16.66,1089,1,0,0,0,1,3,0.0,57.0
650524620,142461,2023-06-27,"Герметик для стекол фар,GNX, черный, лента 4,5 метра, герметичный и универсальный",80,6,3,128,2.34,990,1,0,0,0,0,0,0.0,59.7
719219505,142461,2023-06-27,Переходная рамка Renault Megane 2006-2009 для линз Hella 3R (секция ближнего),73,13,3,301,0.99,1089,1,0,0,0,8,252,0.0,60.98630136986301
844329098,142461,2023-06-27,Автолампа GNX Boost H7 LED белая 6000K (2 шт),0,2,1,7,14.28,4900,1,0,0,0,0,0,0.0,0.0
800183943,142461,2023-06-28,Лампа Osram H8 Original 64212 (1шт),50,12,4,108,3.7,1868,4,0,0,0,0,0,0.0,71.22
556497014,142461,2023-06-28,Бигалогенная линза GNX Hella 3R H7 (2шт),340,168,9,1804,0.49,9888,3,0,2,0,169,2885,0.0,22.72058823529412
556508599,142461,2023-06-28,Биксеноновая линза GNX Hella 3R Crystal Vision (2шт),596,241,10,2585,0.38,9888,3,0,1,0,441,4779,0.0,9.991610738255034
664763425,142461,2023-06-28,Ксеноновая лампа D1S OSRAM 66140 Original Xenarc,76,19,3,561,0.53,8000,2,0,1,0,42,599,17.97,48.026315789473685
800183940,142461,2023-06-28,Лампа Osram H7 Original 64210 (1шт),494,69,12,2859,0.41,600,2,0,0,0,340,3847,57.593,44.72064777327935
493736362,142461,2023-06-28,"Переходная рамка Mazda 6 GH 2009-2013 для линз Hella 3R (ближний галоген), GNX, для автомобилей Мазда 6",294,8,1,418,0.23,1089,1,0,1,0,152,370,2.0,68.87755102040816
497601870,142461,2023-06-28,Переходная рамка под линзы Hella 2/3 Valeo 2 Bosch 3 GTR Mini,8,2,1,37,2.7,1089,1,0,0,0,1,31,0.0,118.75
510663077,142461,2023-06-28,Переходная рамка Kia Sorento 2 2012-2021 для линз Hella 3R (ближний AFL),8,0,0,27,0.0,2189,1,0,0,0,5,23,0.0,38.5
510663233,142461,2023-06-28,Переходная рамка Kia Sorento 2006-2011 для линз Hella 3R (секция ближнего),13,3,0,26,0.0,1089,1,0,0,0,0,0,0.0,78.6923076923077
511572035,142461,2023-06-28,"Стекло фары, GNX, левое, поликарбонат, для автомобилей Hyundai Sonata EF тагаз 2001-2012",184,13,0,218,0.0,2888,1,0,1,0,0,0,0.0,38.72826086956522
511572255,142461,2023-06-28,"Стекло фары, GNX, левое, поликарбонат, для автомобилей BMW 7 F01 2008-2012",41,6,1,178,0.56,3713,1,0,0,0,32,209,0.0,47.46341463414634
511572331,142461,2023-06-28,"Стекло фары Skoda Octavia A5 2008-2013, левое, GNX, поликарбонат, для автомобилей Шкода Октавия А5",645,36,2,801,0.24,3125,1,0,2,0,475,940,14.04,39.288372093023256
511572340,142461,2023-06-28,"Стекло фары Skoda Octavia A5 2008-2013, правое, GNX, поликарбонат, для автомобилей Шкода Октавия А5",630,20,2,571,0.35,3125,1,0,2,0,481,603,4.68,40.388888888888886
511572464,142461,2023-06-28,"Стекло фары, GNX, правое, поликарбонат, для автомобилей Hyundai Sonata EF тагаз 2001-2012",205,27,0,382,0.0,2888,1,0,2,0,0,0,0.0,33.55609756097561
511572535,142461,2023-06-28,"Стекло фары, GNX, для автомобилей BMW 7 F01 2008-2012, правое, поликарбонат, для авто БМВ 7-series (F01,F02,F04) из прозрачного материала",51,2,1,56,1.78,3713,1,0,0,0,41,43,0.0,30.33333333333333
511572581,142461,2023-06-28,"Стекла на фары Ford Mondeo 2007-2015, комплект (левое, правое), GNX, поликарбонат, для автомобилей Форд Мондео",489,27,2,716,0.27,6740,1,0,0,0,447,1022,0.0,16.824130879345603
511572922,142461,2023-06-28,"Стекла на фары, GNX, для автомобилей Audi Q7 2005-2015, комплект (левое, правое), поликарбонат, передние для Ауди КУ 7 из прозрачного материала",227,18,1,289,0.34,8560,1,0,0,0,184,328,0.0,23.70044052863436
511574595,142461,2023-06-28,"Стекла для фар, GNX, для автомобилей Volkswagen Passat B5 1996-2000, комплект (левое, правое), поликарбонат, передние для Фольксваген Пассат Б5 из прозрачного материала",728,48,4,1096,0.36,3375,1,0,1,0,494,1245,0.0,26.86263736263736
522646671,142461,2023-06-28,"Стекло фары, GNX, для автомобилей Ford Focus 3 2010-2015, правое, поликарбонат, переднее для Форд Фокус 3 из прозрачного материала",336,26,3,385,0.77,3400,1,0,0,0,0,0,0.0,78.65178571428571
522646691,142461,2023-06-28,Стекло фары Skoda Octavia A5 (2004 - 2008 г.в.) (правое),170,5,1,452,0.22,2250,1,0,2,0,104,492,0.0,41.00588235294118
522646802,142461,2023-06-28,"Стекло фары Skoda Octavia A5 (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Шкода Октавия А5",503,5,0,407,0.0,2250,1,0,2,0,355,388,0.0,50.70576540755467
522646889,142461,2023-06-28,"Стекла на фары, GNX, для автомобилей Nissan X-Trail 2007-2011, комплект (левое, правое), поликарбонат, передние для Ниссан Х Трейл из прозрачного материала",88,10,5,158,3.16,5800,1,0,0,0,0,0,0.0,75.70454545454545
579843398,142461,2023-06-28,Линзы Hella 3R H7 для фар Nissan Almera N16 2002-2006,160,84,4,1093,0.36,4500,1,0,0,0,83,1969,0.0,39.21875
604285765,142461,2023-06-28,Переходная рамка Mazda 6 gg 2002-2008 Hella 3R/Hella R(ближний),153,9,3,337,0.89,1309,1,0,0,0,29,266,0.0,60.96078431372549
604311506,142461,2023-06-28,"Ксеноновый блок розжига, GNX, для автомобилей Opel Insignia 1232335, простой в установке",9,12,1,39,2.56,3000,1,0,0,0,0,0,0.0,78.0
719219505,142461,2023-06-28,Переходная рамка Renault Megane 2006-2009 для линз Hella 3R (секция ближнего),96,3,0,293,0.0,1089,1,0,0,0,15,214,0.0,57.60416666666666
904603933,142461,2023-06-28,Переходная рамка Mitsubishi Lancer 10 2007-2017 для линз Hella 3R (ближний),24,9,1,34,2.94,1089,1,0,0,0,0,0,0.0,144.79166666666666
800183940,142461,2023-06-29,Лампа Osram H7 Original 64210 (1шт),540,173,34,2642,1.28,5330,26,0,0,0,329,3545,61.8585,36.80925925925926
664763425,142461,2023-06-29,Ксеноновая лампа D1S OSRAM 66140 Original Xenarc,88,80,6,496,1.2,32630,10,2,2,0,35,565,16.95,32.71590909090909
556497014,142461,2023-06-29,Бигалогенная линза GNX Hella 3R H7 (2шт),316,169,11,1817,0.6,14225,5,0,4,0,169,2984,0.0,82.4620253164557
510662124,142461,2023-06-29,"Отражатели Ford Focus 3 11-15 для линз Hella 3R (Комплект, 2 шт)",132,23,0,246,0.0,10334,2,0,0,0,0,0,0.0,178.58333333333334
511572070,142461,2023-06-29,Стекло фары Toyota Prado 120 2002-2009 (правое),184,19,3,244,1.22,5334,2,0,1,0,82,164,4.92,59.47282608695652
511572072,142461,2023-06-29,Стекло фары Toyota Prado 120 2002-2009 (левое),111,13,3,170,1.76,5760,2,0,1,0,0,0,0.0,68.36936936936937
522647060,142461,2023-06-29,"Стекла на фары Outlander 2005-2009, комплект (левое, правое), GNX, поликарбонат, для автомобилей Митсубиси Аутлендер",69,15,0,182,0.0,12544,2,0,0,0,54,211,0.0,65.05797101449275
579843398,142461,2023-06-29,Линзы Hella 3R H7 для фар Nissan Almera N16 2002-2006,183,91,4,1061,0.37,7768,2,0,1,0,93,1681,0.0,29.43715846994536
650524620,142461,2023-06-29,"Герметик для стекол фар,GNX, черный, лента 4,5 метра, герметичный и универсальный",98,11,5,137,3.64,1552,2,0,1,0,0,0,0.0,44.62244897959184
763831480,142461,2023-06-29,Биксеноновая линза GNX Hella 5R Diamond Vision,1053,279,3,3631,0.08,3914,2,0,0,0,970,5773,297.8049,7.405508072174739
800183936,142461,2023-06-29,Лампа Osram H11 Original 64211 (1шт),74,9,1,101,0.99,876,2,0,0,0,0,0,0.0,66.62162162162163
844329244,142461,2023-06-29,Автолампа GNX Boost P21W LED белая canbus (1шт),6,1,1,18,5.55,1800,2,0,0,0,0,0,0.0,201.66666666666663
409388809,142461,2023-06-29,"Герметик для фар жесткий бутиловый черный (4 метра), GNX",185,9,2,347,0.57,1035,1,0,0,0,132,366,10.98,49.50810810810811
498502943,142461,2023-06-29,Переходная рамка Kia Sorento 2 2012-2021 для линз Hella 3R (секция ближнего),35,4,1,50,2.0,910,1,0,1,0,21,34,0.48,100.91428571428573
500442990,142461,2023-06-29,Переходная рамка Chrysler 300C 2004-2011 для линз Hella 3R (ближний),11,2,1,163,0.61,1089,1,0,0,0,9,196,0.0,24.727272727272727
501589908,142461,2023-06-29,Переходная рамка для замены Hella 2 на Hella 3,14,6,1,188,0.53,939,1,0,0,0,9,232,0.0,28.071428571428573
503850248,142461,2023-06-29,"Переходная рамка для замены Hella 3 на линзы Koito Biled dm008 (Комплект, 2 шт)",13,3,0,33,0.0,910,1,0,0,0,6,28,0.0,67.46153846153847
510661837,142461,2023-06-29,Переходная рамка Lifan Solano 2008-2014 для линз Mini H1 (ближний),13,6,0,23,0.0,1089,1,0,0,0,0,0,0.0,57.53846153846154
510662828,142461,2023-06-29,Переходная рамка Opel Antara 2011-2017 для линз Hella 3R (ближний),3,7,2,6,33.33,1639,1,0,0,0,3,3,0.0,3.6666666666666665
510663043,142461,2023-06-29,Переходная рамка для замены Bosch 3 no-AFS на Hella 3/3R (не адаптив),5,6,1,52,1.92,1948,1,0,0,0,1,51,0.0,204.6
510663233,142461,2023-06-29,Переходная рамка Kia Sorento 2006-2011 для линз Hella 3R (секция ближнего),8,1,0,20,0.0,969,1,0,0,0,0,0,0.0,41.625
510826421,142461,2023-06-29,"Светодиодные линзы, Aozoom, Eneg A3 MAX (комплект), для фар автомобилей универсальные, простые в установке",237,136,8,1329,0.6,7500,1,0,2,0,108,1811,0.0,20.51054852320675
511572027,142461,2023-06-29,"Стекло фары Toyota RAV4 XA30 Long 2006-2010, правое, GNX, поликарбонат, для автомобилей Тойота РАВ4",164,18,1,718,0.13,2762,1,0,0,0,69,883,0.0,64.46341463414635
511572044,142461,2023-06-29,"Стекло фары Chevrolet Cruze J300 (2008 - 2014 г.в.), правое, GNX, поликарбонат, для автомобилей Шевроле Круз",361,27,4,410,0.97,2079,1,0,1,0,0,0,0.0,65.1994459833795
511572220,142461,2023-06-29,"Стекло фары Mazda 6 GJ (2012 - 2015 г.в.), левое, GNX, поликарбонат, для автомобилей Мазда 6",207,11,1,498,0.2,2937,1,0,0,0,162,607,0.0,53.15942028985507
511572291,142461,2023-06-29,"Стекло фары Audi A6 C5 1997-2001/A6 C5 Allroad 2000-2005, левое, GNX, поликарбонат, для автомобилей Ауди А6",68,6,1,225,0.44,2900,1,1,0,0,25,243,0.0,48.41176470588236
511572327,142461,2023-06-29,"Стекло фары Toyota Camry V40 2006-2009, левое, GNX, поликарбонат, для автомобилей Тойота Камри",223,17,1,464,0.21,2819,1,0,0,0,0,0,0.0,205.0627802690583
511572340,142461,2023-06-29,"Стекло фары Skoda Octavia A5 2008-2013, правое, GNX, поликарбонат, для автомобилей Шкода Октавия А5",546,29,4,541,0.73,2411,1,0,1,0,355,536,5.4,56.26007326007326
511572364,142461,2023-06-29,"Стекло фары, GNX, для автомобилей Mazda 6 GH (2007 - 2012), левое, поликарбонат, переднее для для Мазда 6из прозрачного материала",360,62,3,1223,0.24,2411,1,0,0,0,204,1498,39.66,51.16111111111111
511572393,142461,2023-06-29,"Стекла на фары, GNX, для автомобилей BMW X5 E70 2006-2013, комплект (левое, правое), поликарбонат, передние для БМВ Х5 X5 (E70) из прозрачного материала",155,18,2,536,0.37,5855,1,0,0,0,89,629,0.0,36.00645161290323
511572502,142461,2023-06-29,"Стекло фары Mercedes E-Class W211 2002-2009, правое, GNX, поликарбонат, для автомобилей Мерседес-Бенц Е-Класс",96,10,1,94,1.06,3750,1,0,1,0,52,70,0.0,56.84375
511572562,142461,2023-06-29,"Стекло фары Toyota RAV4 XA30 Long 2006-2010, левое, GNX, поликарбонат, для автомобилей Тойота РАВ4",178,19,2,188,1.06,2679,1,0,1,0,85,111,0.0,52.2752808988764
511572637,142461,2023-06-29,"Стекло фары, GNX, для автомобилей Toyota Camry V40 2006-2009, правое, поликарбонат, переднее для Тойота Камри из прозрачного материала",190,10,1,230,0.43,2762,1,0,0,0,0,0,0.0,241.00526315789477
511572922,142461,2023-06-29,"Стекла на фары, GNX, для автомобилей Audi Q7 2005-2015, комплект (левое, правое), поликарбонат, передние для Ауди КУ 7 из прозрачного материала",158,18,2,209,0.95,7167,1,0,0,0,119,194,0.0,28.246835443037973
511573017,142461,2023-06-29,"Стекла на фары, GNX, для автомобилей Skoda Octavia 2008-2013, комплект (левое, правое), поликарбонат, передние для Шкода Октавия из прозрачного материала",162,6,0,274,0.0,4288,1,0,0,0,138,300,9.0,93.82716049382717
511573378,142461,2023-06-29,"Стекло фары, GNX,для автомобилей Mitsubishi Pajero 4 2006-2021, правое, поликарбонат, переднее для Митсубиси Паджеро 4 из прозрачного материала",76,9,0,97,0.0,3543,1,0,0,0,22,41,0.0,82.11842105263158
511573593,142461,2023-06-29,"Стекло фары Mitsubishi Pajero 4 2006-2021, левое, GNX, поликарбонат, для автомобилей Митсубиси Паджеро 4 Паджеро 4",222,14,0,419,0.0,3543,1,0,0,0,164,472,0.0,59.54504504504504
512115624,142461,2023-06-29,"Стекло фары, GNX, для автомобилей Opel Astra J 2009-2017, левое, поликарбонат, переднее для Опель Астра Джи из прозрачного материала",191,23,2,225,0.88,2552,1,0,0,0,0,0,0.0,90.3350785340314
512115771,142461,2023-06-29,"Стекло фары Opel Astra J 2009-2017, правое, GNX, поликарбонат, для автомобилей Опель Астра Джи Астра Джи",263,26,3,505,0.59,2552,1,0,1,0,177,592,12.72,82.40684410646388
522646726,142461,2023-06-29,"Стекло фары, GNX, левое, поликарбонат, для автомобилей Nissan X-Trail T32 (2015 - 2019 г.в.) поликарбонат, для автомобилей Ниссан Х Трейл",38,8,1,53,1.88,4375,1,0,0,0,0,0,0.0,143.02631578947367
522646756,142461,2023-06-29,"Стекло фары Chevrolet Cruze J300 (2008 - 2014 г.в.), левое, GNX, поликарбонат, для автомобилей Шевроле Круз",415,45,4,1044,0.38,2079,1,0,1,0,0,0,0.0,57.4
522646802,142461,2023-06-29,"Стекло фары Skoda Octavia A5 (2004 - 2008 г.в.), левое, GNX, поликарбонат, для автомобилей Шкода Октавия А5",351,8,1,302,0.33,1657,1,0,0,0,192,204,0.0,59.94871794871795
522646889,142461,2023-06-29,"Стекла на фары, GNX, для автомобилей Nissan X-Trail 2007-2011, комплект (левое, правое), поликарбонат, передние для Ниссан Х Трейл из прозрачного материала",125,13,1,189,0.52,5800,1,0,1,0,0,0,0.0,44.712
522647077,142461,2023-06-29,"Стекла на фары BMW 5 F10 2009-2017, комплект (левое, правое), GNX, поликарбонат, для автомобилей БМВ 5-series (F10)",98,7,1,178,0.56,4605,1,0,1,0,59,175,0.0,41.97959183673469
522647128,142461,2023-06-29,"Стекло фары, GNX, правое, поликарбонат, для автомобилей Audi A6 C5 1997-2001/A6 C5 Allroad 2000-2005",60,14,1,136,0.73,2135,1,1,0,0,26,99,0.0,39.41666666666666
522647168,142461,2023-06-29,Стекло фары Mazda 6 GJ (2012 - 2015 г.в.) (правое),93,10,2,121,1.65,2937,1,0,0,0,29,51,0.0,57.12903225806452
556508599,142461,2023-06-29,Биксеноновая линза GNX Hella 3R Crystal Vision (2шт),511,247,6,2561,0.23,2845,1,0,2,0,409,4734,0.0,11.346379647749512
577113184,142461,2023-06-29,"Стекла на фары, GNX, для автомобилей Mazda CX-7 2006-2012, комплект (левое, правое), поликарбонат, передние для Мазда СХ-7 из прозрачного материала",284,25,3,418,0.71,8266,1,0,0,0,205,450,0.0,31.8943661971831
579845493,142461,2023-06-29,Линзы Hella 3R Clear для фар Mazda СХ-7 2006-2012,58,25,1,614,0.16,3884,1,0,1,0,14,852,0.0,87.46551724137932
597894235,142461,2023-06-29,"Стекла на фары Mercedes W211 2002-2009, комплект (левое, правое), GNX, поликарбонат, для автомобилей Мерседес-Бенц E-Class (W213)",202,15,1,381,0.26,5541,1,0,0,0,130,482,10.8826,59.07425742574257
604285765,142461,2023-06-29,Переходная рамка Mazda 6 gg 2002-2008 Hella 3R/Hella R(ближний),122,7,0,327,0.0,1309,1,0,2,0,20,282,0.0,64.71311475409836
604311506,142461,2023-06-29,"Ксеноновый блок розжига, GNX, для автомобилей Opel Insignia 1232335, простой в установке",15,4,1,43,2.32,2835,1,0,0,0,0,0,0.0,33.333333333333336
664763420,142461,2023-06-29,"Ксеноновая лампа, OSRAM, D2S 66240 Xenarc Original, для ближнего и дальнего света автомобилей, легкая в установке",44,34,1,219,0.45,3238,1,0,0,0,16,309,0.0,30.38636363636364
719219505,142461,2023-06-29,Переходная рамка Renault Megane 2006-2009 для линз Hella 3R (секция ближнего),99,8,1,380,0.26,969,1,0,3,0,20,337,0.0,43.24242424242424
800183943,142461,2023-06-29,Лампа Osram H8 Original 64212 (1шт),64,16,6,114,5.26,453,1,0,1,0,0,0,0.0,50.4375
800183940,142461,2023-06-30,Лампа Osram H7 Original 64210 (1шт),436,89,16,2466,0.64,2460,12,0,2,0,302,3240,71.7724,52.65137614678899
664763425,142461,2023-06-30,Ксеноновая лампа D1S OSRAM 66140 Original Xenarc,56,48,8,462,1.73,19578,6,0,0,0,37,505,15.15,54.392857142857146
